,index,category,brand_name,name,price,sku_number,id,rating,url
2168,6668,Face Serums,Guerlain,Radiance in a Flash Instant Radiance & Tightening,$29.50,1818764,P408680,4.1667,http://www.sephora.com/radiance-in-flash-instant-radiance-tightening-P408680
2169,6669,Face Serums,Erborian,Elixir au Ginseng Youth Micellar Emulsion Essence,$110.00,1702273,P396089,5.0,http://www.sephora.com/elixir-au-ginseng-youth-micellar-emulsion-essence-P396089
2170,6670,Face Serums,Biossance,Squalane + Vitamin C Rose Oil,$72.00,1923572,P416563,5.0,http://www.sephora.com/squalane-vitamin-c-rose-oil-P416563
2171,6671,Face Serums,Erborian,Yuza Sorbet Night Reinforced Nighttime Emulsion,$55.00,1793777,P406940,4.6,http://www.sephora.com/yuza-sorbet-night-reinforced-nighttime-emulsion-P406940
2172,6672,Face Serums,REN,Flash Rinse 1 Minute Facial,$48.00,1580109,P387947,3.8767,http://www.sephora.com/flash-rinse-1-minute-facial-P387947
2173,6673,Face Serums,Jack Black,Line Smoother Oil-Free Moisturizer,$30.00,564294,P12574,4.5556,http://www.sephora.com/line-smoother-oil-free-face-moisturizer-P12574
2174,6674,Face Serums,Shiseido,Future Solution LX Superior Radiance Serum,$225.00,1567643,P384790,3.5,http://www.sephora.com/future-solution-lx-superior-radiance-serum-P384790
2175,6675,Face Serums,DERMAdoctor,Ain’t Misbehavin’ Medicated Acne Control Serum,$48.00,1000462,P181705,4.0778,http://www.sephora.com/aint-misbehavin-medicated-acne-control-serum-P181705
2176,6676,Face Serums,Dr. Brandt Skincare,Do Not Age with Dr. Brandt™ Beauty Sleep Serum,$155.00,1744721,P399333,3.5294,http://www.sephora.com/do-not-age-with-dr-brandt-beauty-sleep-serum-P399333
2177,6677,Face Serums,Blithe,Crystal Iceplant Pressed Serum,$49.00,1833037,P408254,4.6,http://www.sephora.com/crystal-iceplant-pressed-serum-P408254
2178,6978,Face Serums,Peter Thomas Roth,FIRMx® Face and Neck Contouring System,$98.00,1855162,P410520,4.0,http://www.sephora.com/firmx-face-neck-contouring-system-P410520
2179,6979,Face Serums,Anthony,High Performance Anti-Wrinkle Glycolic Peptide Serum,$55.00,1649250,P390373,4.3846,http://www.sephora.com/high-performance-anti-wrinkle-glycolic-peptide-serum-P390373
2180,6980,Face Serums,Skin Inc.,French Pine Bark Serum ANTIOXIDANT PROTECTION,$45.00,1657998,P391634,4.0,http://www.sephora.com/french-pine-bark-serum-antioxidant-protection-P391634
2181,6981,Face Serums,REN,Vita Mineral™ Omega 3 Optimum Skin Oil,$45.00,1585603,P174617,4.1074,http://www.sephora.com/vita-mineral-omega-3-optimum-skin-oil-P174617
2182,6982,Face Serums,Kate Somerville,LumiWhite™ Dark Spot Corrector,$55.00,1635556,P387421,3.1429,http://www.sephora.com/lumiwhite-dark-spot-corrector-P387421
2183,6983,Face Serums,belif,Hydra Sebum Control Essence,$42.00,1686369,P394634,4.3143,http://www.sephora.com/hydra-sebum-control-essence-P394634
2184,6984,Face Serums,Omorovicza,Radiance Renewal Serum,$160.00,1424050,P309210,3.3333,http://www.sephora.com/radiance-renewal-serum-P309210
2185,6985,Face Serums,Dr. Dennis Gross Skincare,Triple C Peptide Firming Oil,$62.00,1680800,P394352,4.1111,http://www.sephora.com/triple-c-peptide-firming-oil-P394352
2186,6986,Face Serums,Ole Henriksen,Invigorating Night Transformation™ Crème,$50.00,1910561,P399109,3.4828,http://www.sephora.com/invigorating-night-transformation-creme-P399109
2187,6987,Face Serums,Guerlain,Super Aqua-Serum,$180.00,1088046,P213200,4.3182,http://www.sephora.com/super-aqua-serum-P213200
2188,6988,Face Serums,Perricone MD,Thio:Plex Intensive™ 2-Step Brightening System,$145.00,1869387,P412304,4.0,http://www.sephora.com/thio-plex-intensive-2-step-brightening-system-P412304
2189,6989,Face Serums,Laura Mercier,Multi-Vitamin Serum,$72.00,1314822,P110029,4.4118,http://www.sephora.com/multi-vitamin-serum-P110029
2190,6990,Face Serums,Fresh,Umbrian Clay Mattifying Serum,$37.00,1418557,P308602,3.7412,http://www.sephora.com/umbrian-clay-mattifying-serum-P308602
2191,6991,Face Serums,Perricone MD,Intensive Pore Treatment,$85.00,1457852,P375726,3.6364,http://www.sephora.com/intensive-pore-treatment-P375726
2192,6992,Face Serums,Estée Lauder,New Dimension Shape + Fill Expert Serum,$89.0,1730498,P398537,4.1,http://www.sephora.com/new-dimension-shape-fill-expert-serum-P398537
2193,6993,Face Serums,DERMAdoctor,Picture Porefect,$42.00,784488,P73515,3.8605,http://www.sephora.com/picture-porefect-P73515
2194,6994,Face Serums,Shiseido,White Lucent OnMakeup Spot Correcting Serum Broad Spectrum SPF 25,$40.00,1893239,P416541,0.0,http://www.sephora.com/white-lucent-onmakeup-spot-correcting-serum-broad-spectrum-spf-25-P416541
2195,6995,Face Serums,Guerlain,Abeille Royale 1-Month Youth Treatment,$265.00,1703578,P397607,5.0,http://www.sephora.com/abeille-royale-1-month-youth-treatment-P397607
2196,6996,Face Serums,Eve Lom,Dynaspot,$34.00,1560218,P381439,4.0,http://www.sephora.com/dynaspot-P381439
2197,6997,Face Serums,Erborian,Yuza Sorbet Featherweight Emulsion,$48.00,1793769,P406939,4.1667,http://www.sephora.com/yuza-sorbet-featherweight-emulsion-P406939
2198,6998,Face Serums,Peter Thomas Roth,AHA/BHA Acne Clearing Gel,$54.00,1451038,P3550,4.3075,http://www.sephora.com/aha-bha-acne-clearing-gel-P3550
2199,6999,Face Serums,philosophy,Instant Miracle Worker Line-Erasing Blur Stick,$32.00,1744804,P399983,3.75,http://www.sephora.com/instant-miracle-worker-line-erasing-blur-stick-P399983
2200,7000,Face Serums,Tria,Finishing Serum,$65.00,1614353,P386112,4.3333,http://www.sephora.com/finishing-serum-P386112
2201,7001,Face Serums,Kate Somerville,Mega-C™ Dual Radiance Serum,$90.00,1630136,P387137,3.7037,http://www.sephora.com/mega-c-dual-radiance-serum-P387137
2202,7002,Face Serums,L’Occitane,Pivoine Sublime Skin Perfector Serum,$48.00,1690353,P395518,3.6,http://www.sephora.com/pivoine-sublime-skin-perfector-serum-P395518
2203,7003,Face Serums,philosophy,Ultimate Miracle Worker Multi-Rejuvenating Lightweight Emulsion SPF 30,$75.00,1848654,P409962,3.2,http://www.sephora.com/ultimate-miracle-worker-multi-rejuvenating-lightweight-emulsion-spf-30-P409962
2204,7004,Face Serums,Dr. Brandt Skincare,Power Dose Vitamin D,$55.00,1809458,P407430,3.75,http://www.sephora.com/power-dose-vitamin-d-P407430
2205,7005,Face Serums,Algenist,Genius White Brightening Anti-Aging Emulsion,$75.00,1691690,P393643,3.75,http://www.sephora.com/genius-white-brightening-anti-aging-emulsion-P393643
2206,7006,Face Serums,philosophy,When Hope is Not Enough Nightly Restorative Serum,$50.00,1888023,P412753,1.0,http://www.sephora.com/when-hope-is-not-enough-nightly-restorative-serum-P412753
2207,7007,Face Serums,Karuna,Age-Defying+ Face Mask,$8.0,1609825,P386019,3.8214,http://www.sephora.com/age-defying-face-mask-P386019
2208,7008,Face Serums,Perricone MD,High Potency Face Firming Activator Anti-Aging Treatment,$125.00,1719202,P397295,3.6111,http://www.sephora.com/high-potency-face-firming-activator-anti-aging-treatment-P397295
2209,7009,Face Serums,Ole Henriksen,Invigorating Night Transformation™ Gel,$48.00,1910579,P42330,4.3079,http://www.sephora.com/invigorating-night-transformation-gel-P42330
2210,7010,Face Serums,Guerlain,Abeille Royale Dark Spot Corrector Pore Minimizer Serum,$150.00,1580752,P385576,2.6667,http://www.sephora.com/abeille-royale-dark-spot-corrector-pore-minimizer-serum-P385576
2211,7011,Face Serums,Eve Lom,WHITE Advanced Brightening Serum,$150.00,1850155,P409628,0.0,http://www.sephora.com/white-advanced-brightening-serum-P409628
2212,7012,Face Serums,Algenist,SPLASH Absolute Hydration Replenishing Emulsion,$54.00,1823087,P407334,4.0476,http://www.sephora.com/splash-absolute-hydration-replenishing-emulsion-P407334
2213,7013,Face Serums,Origins,Maskimizer™ Skin-Optimizing Mask Primer,$22.00,1798057,P405016,3.2051,http://www.sephora.com/maskimizer-tm-skin-optimizing-mask-primer-P405016
2214,7014,Face Serums,Bobbi Brown,Extra Repair Serum,$114.00,1515337,P378153,3.6667,http://www.sephora.com/extra-repair-serum-P378153
2215,7015,Face Serums,Erno Laszlo,Phormula 3-9 Repair Cream,$275.00,1685957,P393060,5.0,http://www.sephora.com/phormula-3-9-repair-cream-P393060
2216,7016,Face Serums,Givenchy,Hydra Sparkling Sap Serum,$68.00,1696111,P393726,4.8,http://www.sephora.com/hydrasparkling-sap-serum-P393726
2217,7017,Face Serums,Clarins,Booster Detox,$39.00,1858406,P410654,4.375,http://www.sephora.com/booster-detox-P410654
2218,7018,Face Serums,Dermarche Labs,BioREWIND™ PM Pro-Grade Retinoid Repairing Serum,$125.00,1872142,P411501,5.0,http://www.sephora.com/biorewind-pm-pro-grade-retinoid-repairing-serum-P411501
2219,7019,Face Serums,Fresh,Black Tea Skincare: Firming Favorites Set,$98.00,1924786,P416955,0.0,http://www.sephora.com/black-tea-skincare-firming-favorites-set-P416955
2220,7020,Face Serums,Omorovicza,Oxygen Booster,$155.00,1889203,P413427,0.0,http://www.sephora.com/oxygen-booster-P413427
2221,7021,Face Serums,NARS,Optimal Brightening Concentrate,$74.00,1478338,P377865,3.5,http://www.sephora.com/optimal-brightening-concentrate-P377865
2222,7022,Face Serums,KAPLAN MD,Night Replenishment Concentrate,$115.00,1682277,P392462,3.0,http://www.sephora.com/night-replenishment-concentrate-P392462
2223,7023,Face Serums,Skin Inc.,Daily Dose Serum Bottle,$10.00,1658053,P391628,5.0,http://www.sephora.com/daily-dose-serum-bottle-P391628
2224,7024,Face Serums,Bliss,"Firm, Baby, Firm Dual-Action Lifting + Volumizing Serum",$48.75,1459254,P375530,3.6154,http://www.sephora.com/firm-baby-firm-dual-action-lifting-volumizing-serum-P375530
2225,7025,Face Serums,Estée Lauder,Nutritious Vitality8™ Radiant Dual-Phase Emulsion,$64.00,1681717,P392950,4.0,http://www.sephora.com/nutritious-vitality8-radiant-dual-phase-emulsion-P392950
2226,7026,Face Serums,Eve Lom,Intense Hydration Serum,$95.00,1560283,P381433,3.5556,http://www.sephora.com/intense-hydration-serum-P381433
2227,7027,Face Serums,MDSolarSciences,Evening Facial Repair Serum,$96.00,1811033,P406678,3.5455,http://www.sephora.com/evening-facial-repair-serum-P406678
2228,7028,Face Serums,VERSO SKINCARE,Super Serum Series,$170.00,1667179,P392224,4.75,http://www.sephora.com/super-serum-series-P392224
2229,7029,Face Serums,Dr. Dennis Gross Skincare,Clinical Concentrate Radiance Booster™,$68.00,1591015,P385269,4.1053,http://www.sephora.com/clinical-concentrate-radiance-booster-P385269
2230,7030,Face Serums,Perricone MD,Neuropeptide Face Activator,$105.00,1770411,P402635,3.0,http://www.sephora.com/neuropeptide-face-activator-P402635
2231,7031,Face Serums,Dr. Jart+,Every Sun Day Soothing Gel,$32.00,1800010,P407386,4.1429,http://www.sephora.com/every-sun-day-soothing-gel-P407386
2232,7032,Face Serums,AmorePacific,Moisture Bound Hydration Boost,$120.00,1906635,P415682,5.0,http://www.sephora.com/moisture-bound-hydration-boost-P415682
2233,7033,Face Serums,Clarins,Booster Repair,$39.00,1858398,P410656,4.6,http://www.sephora.com/booster-repair-P410656
2234,7034,Face Serums,Guerlain,Super Aqua-Crème Night Balm,$155.00,1580703,P385577,3.8333,http://www.sephora.com/super-aqua-creme-night-balm-P385577
2235,7035,Face Serums,Dr. Jart+,Liftra™ Contour Fixer,$50.00,1799964,P406607,3.75,http://www.sephora.com/liftra-contour-fixer-P406607
2236,7036,Face Serums,KENZOKI,Belle de Jour Fantastic Fluid,$107.00,1758564,P399724,5.0,http://www.sephora.com/belle-de-jour-fantastic-fluid-P399724
2237,7037,Face Serums,KENZOKI,Belle de Jour White Lotus Serum,$105.00,1758580,P399726,4.0,http://www.sephora.com/belle-de-jour-white-lotus-serum-P399726
2238,7398,Face Serums,Estée Lauder,Nutritious Rosy Prism™ Radiant Essence,$80.00,1655893,P389239,4.0,http://www.sephora.com/nutritious-rosy-prism-radiant-essence-P389239
2239,7399,Face Serums,CLINIQUE,Fresh Pressed 7-day System with Pure Vitamin C,$27.00,1898766,P417617,0.0,http://www.sephora.com/fresh-pressed-7-day-system-with-pure-vitamin-c-P417617
2240,7400,Face Serums,bareMinerals,BLEMISH REMEDY™ Anti-Imperfection Serum,$42.00,1928498,P416397,5.0,http://www.sephora.com/blemish-remedy-tm-anti-imperfection-serum-P416397
2241,7401,Face Serums,Estée Lauder,Nutritious Vitality8™ Night Detox Concentrate,$82.00,1681725,P393905,4.5,http://www.sephora.com/nutritious-vitality8-night-detox-concentrate-P393905
2242,7402,Face Serums,SK-II,Essential Power Essence,$125.00,1610500,P386011,4.4545,http://www.sephora.com/essential-power-essence-P386011
2243,7403,Face Serums,Koh Gen Do,Oriental Plants Essence,$85.00,1610021,P308616,4.375,http://www.sephora.com/oriental-plants-essence-P308616
2244,7404,Face Serums,Dr. Dennis Gross Skincare,Clinical Concentrate Hydration Booster,$68.00,1669837,P385773,4.3409,http://www.sephora.com/clinical-concentrate-hydration-booster-P385773
2245,7405,Face Serums,Perricone MD,No Foundation Foundation Serum SPF 30,$20.0,1608397,P386465,4.2706,http://www.sephora.com/no-foundation-foundation-serum-spf-30-P386465
2246,7406,Face Serums,Jurlique,Rose Moisture Plus Daily Moisture Balancing Serum,$40.00,1614742,P386507,4.25,http://www.sephora.com/rose-moisture-plus-daily-moisture-balancing-serum-P386507
2247,7407,Face Serums,Omorovicza,Rose Lifting Serum,$185.00,1424068,P309212,4.2,http://www.sephora.com/rose-lifting-serum-P309212
2248,7408,Face Serums,Tria,Skin Perfecting Serum,$50.00,1513167,P378113,4.1429,http://www.sephora.com/skin-perfecting-serum-P378113
2249,7409,Face Serums,Givenchy,Hydra Sparkling Radiance Booster,$59.00,1696129,P393725,4.0,http://www.sephora.com/hydrasparkling-radiance-booster-P393725
2250,7410,Face Serums,Perricone MD,Re:Firm,$155.00,1747740,P403744,4.0,http://www.sephora.com/re-firm-P403744
2251,7411,Face Serums,Riiviva,Serum,$39.00,1628718,P386836,4.0,http://www.sephora.com/serum-P386836
2252,7412,Face Serums,Perricone MD,Acyl-Glutathione Deep Crease Serum,$185.00,1514330,P378715,3.9756,http://www.sephora.com/acyl-glutathione-deep-crease-serum-P378715
2253,7413,Face Serums,Murad,T-Zone Pore Refining Serum,$44.00,1538339,P379903,3.7667,http://www.sephora.com/t-zone-pore-refining-serum-P379903
2254,7414,Face Serums,Estée Lauder,New Dimension Expert Liquid Tape,$70.00,1730506,P398538,3.6667,http://www.sephora.com/new-dimension-expert-liquid-tape-P398538
2255,7415,Face Serums,Guerlain,Super Aqua-Crème Day Gel,$135.00,1580695,P385578,3.6667,http://www.sephora.com/super-aqua-creme-day-gel-P385578
2256,7416,Face Serums,Lancôme,DreamTone Ultimate Dark Spot Corrector,$99.00,1562313,P382125,3.5669,http://www.sephora.com/dreamtone-ultimate-dark-spot-corrector-P382125
2257,7417,Face Serums,VERSO SKINCARE,Dark Spot Fix,$150.00,1628593,P386770,3.3,http://www.sephora.com/dark-spot-fix-P386770
2258,7418,Face Serums,Natasha Denona,Lifting Primer Anti-Aging Serum,$60.00,1874858,P411824,2.6,http://www.sephora.com/lifting-primer-anti-aging-serum-P411824
2259,7419,Face Serums,Eve Lom,Age Defying Smoothing Treatment,$150.00,1923994,P416532,0.0,http://www.sephora.com/age-defying-smoothing-treatment-P416532
2260,7420,Face Serums,Dr Roebuck’s,Reverse Aging Serum®,$59.00,1891241,P417654,0.0,http://www.sephora.com/reverse-aging-serum-P417654
2261,7421,Face Serums,Dr Roebuck’s,Ultimate Hydrating Serum®,$56.00,1891233,P417655,0.0,http://www.sephora.com/ultimate-hydrating-serum-P417655
2262,7422,Mascara,Too Faced,Better Than Sex Mascara,$12.0,1533439,P381000,3.7654,http://www.sephora.com/better-than-sex-mascara-P381000
2263,7423,Mascara,Benefit Cosmetics,They’re Real! Lengthening & Volumizing Mascara,$12.0,1343938,P289307,4.1571,http://www.sephora.com/they-re-real-lengthening-volumizing-mascara-P289307
2264,7424,Mascara,Sephora Favorites,Lashstash,$45.00,1859354,P413249,4.8065,http://www.sephora.com/lashstash-P413249
2265,7425,Mascara,Benefit Cosmetics,Roller Lash Curling & Lifting Mascara,$12.0,1665082,P392516,4.0633,http://www.sephora.com/roller-lash-curling-lifting-mascara-P392516
2266,7426,Mascara,Lancôme,DÉFINICILS - High Definition Mascara,$27.50,137471,P54450,4.3238,http://www.sephora.com/definicils-high-definition-mascara-P54450
2267,7427,Mascara,Too Faced x Kat Von D,Better Together Bestselling Mascara & Liner Duo,$20.00,1892413,P63083052,3.7273,http://www.sephora.com/too-faced-x-kat-von-d-better-together-bestselling-mascara-liner-duo-P63083052
2268,7428,Mascara,Dior,Diorshow Mascara,$28.50,1689744,P396240,3.6839999999999997,http://www.sephora.com/diorshow-mascara-P396240
2269,7429,Mascara,Lancôme,CILS BOOSTER XL Super-Enhancing Mascara Base,$25.50,852939,P128706,4.515,http://www.sephora.com/cils-booster-xl-super-enhancing-mascara-base-P128706
2270,7430,Mascara,Dior,Diorshow Maximizer 3D Triple volume plumping lash primer,$29.50,1812387,P408966,4.4774,http://www.sephora.com/diorshow-maximizer-3d-triple-volume-plumping-lash-primer-P408966
2271,7431,Mascara,Urban Decay,Perversion Mascara,$10.0,1635770,P387956,3.9302,http://www.sephora.com/perversion-mascara-P387956
2272,7432,Mascara,Sephora Favorites,Extravagant Eyes,$42.00,1859347,P412513,4.8123,http://www.sephora.com/extravagant-eyes-P412513
2273,7433,Mascara,tarte,"Lights, Camera, Lashes™ 4-in-1 Mascara",$21.00,862417,P111902,4.2331,http://www.sephora.com/lights-camera-lashes-P111902
2274,7434,Mascara,Guerlain,La Petite Robe Noire Black Lashdress Mascara,$28.00,1918432,P416775,4.1176,http://www.sephora.com/la-petite-robe-noire-black-lashdress-mascara-P416775
2275,7435,Mascara,Too Faced,Better Than Sex Waterproof Mascara,$12.0,1809193,P407908,2.8374,http://www.sephora.com/better-than-sex-waterproof-mascara-P407908
2276,7436,Mascara,Buxom,Lash Mascara,$20.00,1143486,P228204,4.3602,http://www.sephora.com/buxom-lash-mascara-P228204
2277,7437,Mascara,Dior,Diorshow Iconic Overcurl Mascara,$29.50,1497940,P377821,4.2289,http://www.sephora.com/diorshow-iconic-overcurl-mascara-P377821
2278,7438,Mascara,Yves Saint Laurent,The Shock Volumizing Mascara,$29.00,1907591,P415991,4.4006,http://www.sephora.com/the-shock-volumizing-mascara-P415991
2279,7439,Mascara,Lancôme,HYPNÔSE DRAMA Instant Full Body Volume Mascara,$27.50,1197458,P244006,3.8638,http://www.sephora.com/hypnose-drama-instant-full-body-volume-mascara-P244006
2280,7440,Mascara,Marc Jacobs Beauty,Velvet Noir Major Volume Mascara,$26.00,1758184,P403806,4.3538,http://www.sephora.com/velvet-noir-major-volume-mascara-P403806
2281,7441,Mascara,MAKE UP FOR EVER,Smoky Extravagant Mascara,$12.0,1520329,P379925,4.0894,http://www.sephora.com/smoky-extravagant-mascara-P379925
2282,7442,Mascara,CLINIQUE,Lash Power Mascara Long-Wearing Formula,$17.50,1060730,P206900,4.3378,http://www.sephora.com/lash-power-mascara-long-wearing-formula-P206900
2283,7443,Mascara,Blinc,Mascara Amplified,$26.00,1495183,P377750,3.7446,http://www.sephora.com/mascara-amplified-P377750
2284,7444,Mascara,tarte,Gifted™ Amazonian Clay Smart Mascara,$21.00,1328913,P286101,4.37,http://www.sephora.com/gifted-amazonian-clay-smart-mascara-P286101
